Kode_Okupasi,Okupasi,Kode_Unit_Kompetensi,Judul_Unit_Kompetensi,Status_UK,Referensi
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE HARDWARE INSTALLATION AND MAINTENANCE),J.620900.032.02,Melakukan Restore Sistem Operasi,Berlaku,Nomor 285 Tahun 2016
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE HARDWARE INSTALLATION AND MAINTENANCE),J.620900.033.02,Melakukan Backup Data dan Sistem,Berlaku,Nomor 285 Tahun 2016
TIK.INF0502,ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),J.611000.004.01,Merancang Pengalamatan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0502,ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),J.611000.006.01,Merancang Keamanan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0502,ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),J.611000.007.02,Merancang Pemulihan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0502,ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),J.611000.010.02,Memasang Jaringan Nirkabel,Berlaku,Nomor 321 Tahun 2016
TIK.INF0502,ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),J.611000.011.02,Memasang Perangkat Jaringan ke dalam Sistem Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0502,ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),J.611000.012.02,Mengkonfigurasi Switch pada Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0502,ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),J.611000.013.02,Mengkonfigurasi Routing pada Perangkat Jaringan dalam Satu Autonomous System,Berlaku,Nomor 321 Tahun 2016
TIK.INF0502,ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),J.611000.014.02,Mengkonfigurasi Routing pada Perangkat Jaringan antar Autonomous System,Berlaku,Nomor 321 Tahun 2016
TIK.INF0502,ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),J.611000.015.01,Memonitor Keamanan dan Pengaturan Akun Pengguna dalam Jaringan Komputer,Berlaku,Nomor 321 Tahun 2016
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),J.63HOS00.008.2,Membangun Virtualisasi Sesuai Kebutuhan Organisasi pada Public/Private/Hybrid/ Sovereign Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),J.63HOS00.015.2,"Mengelola Aktivitas Rutin pada IaaS, PaaS, dan SaaS",Berlaku,Nomor 102 Tahun 2023
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),J.63HOS00.016.2,Memantau Sarana dan Prasarana Agar Bisa Digunakan oleh Pengguna Sesuai Service Level Agreement (SLA),Berlaku,Nomor 102 Tahun 2023
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),J.63HOS00.017.2,Memberikan Dukungan Teknis Atas Masalah Pengguna,Berlaku,Nomor 102 Tahun 2023
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),J.63HOS00.019.2,Mengelola Insiden pada Sistem Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.INF0504,TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),J.611000.001.01,Mengumpulkan Kebutuhan Teknis Pengguna yang Menggunakan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0504,TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),J.611000.002.01,Mengumpulkan Data Peralatan Jaringan dengan Teknologi yang sesuai,Berlaku,Nomor 321 Tahun 2016
TIK.INF0504,TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),J.611000.003.02,Merancang Topologi Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0504,TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),J.611000.004.01,Merancang Pengalamatan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0504,TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),J.611000.005.02,Menentukan Spesifikasi Perangkat Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0504,TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),J.611000.009.02,Memasang Kabel Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0504,TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),J.611000.010.02,Memasang Jaringan Nirkabel,Berlaku,Nomor 321 Tahun 2016
TIK.INF0504,TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),J.611000.012.02,Mengkonfigurasi Switch pada Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0504,TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),J.611000.013.02,Mengkonfigurasi Routing pada Perangkat Jaringan dalam Satu Autonomous System,Berlaku,Nomor 321 Tahun 2016
TIK.INF0504,TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),J.611000.014.02,Mengkonfigurasi Routing pada Perangkat Jaringan antar Autonomous System,Berlaku,Nomor 321 Tahun 2016
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),J.61IOT01.010.1,Menguji Coba Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),J.61IOT01.019.1,Melakukan Instalasi Firmware pada Perangkat (Device) Secara Over The Air (OTA),Berlaku,Nomor 300 Tahun 2020
TIK.INF0506,INSINYUR JARINGAN MUDA (ASSOCIATE NETWORK ENGINEER),J.61IOT01.010.1,Menguji Coba Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0506,INSINYUR JARINGAN MUDA (ASSOCIATE NETWORK ENGINEER),J.61IOT01.019.1,Melakukan Instalasi Firmware pada Perangkat (Device) Secara Over The Air (OTA),Berlaku,Nomor 300 Tahun 2020
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.611000.011.02,Memasang Perangkat Jaringan ke dalam Sistem Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.611000.017.01,Mengidentifikasi Sumber Kerusakan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.611000.018.01,Memperbaiki Kerusakan Konfigurasi Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.620900.033.02,Melakukan Backup Data dan Sistem,Berlaku,Nomor 285 Tahun 2016
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.63HOS00.002.2,Menentukan Teknologi Cloud Computing,Berlaku,Nomor 102 Tahun 2023
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.63HOS00.013.2,Menerapkan Rancangan Adaptasi untuk Deployment di Sistem Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.63HOS00.015.2,"Mengelola Aktivitas Rutin pada IaaS, PaaS, dan SaaS",Berlaku,Nomor 102 Tahun 2023
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.63HOS00.018.2,Melakukan Antisipasi Gangguan dan Ancaman terhadap Sistem Cloud,Berlaku,Nomor 102 Tahun 2023
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.63OPR00.009.2,Menggunakan aplikasi berbasis internet (Internet Based Applications Literacy),Berlaku,Nomor 56 Tahun 2018
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.63OPR00.016.2,Mengidentifikasi Aspek Keamanan Informasi Pengguna,Berlaku,Nomor 56 Tahun 2018
TIK.INF0509,INTEGRATOR SISTEM MUDA (ASSOCIATE SYSTEMS INTEGRATOR),J.63OPR00.017.2,Memastikan Keamanan Informasi Pengguna,Berlaku,Nomor 56 Tahun 2018
TIK.INF0402,ASISTEN ADMINISTRATOR JARINGAN (ASSISTANT NETWORK ADMINISTRATOR),J.611000.004.01,Merancang Pengalamatan Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0402,ASISTEN ADMINISTRATOR JARINGAN (ASSISTANT NETWORK ADMINISTRATOR),J.611000.010.02,Memasang Jaringan Nirkabel,Berlaku,Nomor 321 Tahun 2016
TIK.INF0402,ASISTEN ADMINISTRATOR JARINGAN (ASSISTANT NETWORK ADMINISTRATOR),J.611000.012.02,Mengkonfigurasi Switch pada Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0402,ASISTEN ADMINISTRATOR JARINGAN (ASSISTANT NETWORK ADMINISTRATOR),J.611000.013.02,Mengkonfigurasi Routing pada Perangkat Jaringan dalam Satu Autonomous System,Berlaku,Nomor 321 Tahun 2016
TIK.INF0402,ASISTEN ADMINISTRATOR JARINGAN (ASSISTANT NETWORK ADMINISTRATOR),J.611000.014.02,Mengkonfigurasi Routing pada Perangkat Jaringan antar Autonomous System,Berlaku,Nomor 321 Tahun 2016
TIK.INF0407,ASISTEN TEKNISI PUSAT DATA (ASSISTANT DATA CENTER TECHNICIAN),J.631100.009.01,Mengelola Keselamatan Kerja,Berlaku,Nomor 45 Tahun 2015
TIK.INF0407,ASISTEN TEKNISI PUSAT DATA (ASSISTANT DATA CENTER TECHNICIAN),J.631100.010.01,Mengelola Keamanan Fisik Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0407,ASISTEN TEKNISI PUSAT DATA (ASSISTANT DATA CENTER TECHNICIAN),J.631100.011.01,Mengelola Kegiatan Operasi Pusat Data Harian,Berlaku,Nomor 45 Tahun 2015
TIK.INF0407,ASISTEN TEKNISI PUSAT DATA (ASSISTANT DATA CENTER TECHNICIAN),J.631100.012.01,Mengelola Kegiatan Pembersihan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0407,ASISTEN TEKNISI PUSAT DATA (ASSISTANT DATA CENTER TECHNICIAN),J.631100.013.01,Mengelola Siklus Hidup Peralatan dan Perangkat Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0407,ASISTEN TEKNISI PUSAT DATA (ASSISTANT DATA CENTER TECHNICIAN),J.631100.014.01,Mengelola Kegiatan Perawatan Pusat Data,Berlaku,Nomor 45 Tahun 2015
TIK.INF0408,ASISTEN KEAMANAN (SECURITY ASSISTANT),G.45OBR02.013.1,Melakukan Supervisi,Berlaku,Nomor 105 Tahun 2018
TIK.INF0408,ASISTEN KEAMANAN (SECURITY ASSISTANT),J.61IOT01.031.1,Memonitor Kinerja Platform IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0408,ASISTEN KEAMANAN (SECURITY ASSISTANT),J.61IOT01.034.1,Memonitor Kinerja Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0408,ASISTEN KEAMANAN (SECURITY ASSISTANT),J.61IOT01.037.1,Memonitor Kinerja Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0408,ASISTEN KEAMANAN (SECURITY ASSISTANT),J.61IOT01.028.1,Melakukan Pengambilan Data Measurement Test Konektivitas IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0404,ASISTEN PERANGKAT (DEVICE ASSISTANT),J.63SAM00.006.1,Menginstall Sistem Operasi Server,Berlaku,Nomor 82 Tahun 2017
TIK.INF0404,ASISTEN PERANGKAT (DEVICE ASSISTANT),J.620900.004.02,Merancang Spesifikasi Sesuai dengan Fungsi dan Kebutuhan Pengguna,Berlaku,Nomor 285 Tahun 2016
TIK.INF0404,ASISTEN PERANGKAT (DEVICE ASSISTANT),J.620900.005.02,Merencanakan Perawatan Komputer dan Peralatan Penunjang,Berlaku,Nomor 285 Tahun 2016
TIK.INF0404,ASISTEN PERANGKAT (DEVICE ASSISTANT),J.620900.030.02,Melakukan Setting untuk Optimasi Sistem,Berlaku,Nomor 285 Tahun 2016
TIK.INF0404,ASISTEN PERANGKAT (DEVICE ASSISTANT),J.620900.003.02,Merumuskan Kebutuhan Pengguna,Berlaku,Nomor 285 Tahun 2016
TIK.INF0404,ASISTEN PERANGKAT (DEVICE ASSISTANT),J.62090.011.01,Menerapkan Standar-Standar Keamanan Informasi yang Berlaku,Dicabut,Nomor 55 Tahun 2015
TIK.INF0404,ASISTEN PERANGKAT (DEVICE ASSISTANT),J.620200.015.01,Memfinalisasikan Arsitektur Teknologi,Berlaku,Nomor 90 Tahun 2015
TIK.INF0405,ASISTEN JARINGAN (NETWORK ASSISTANT),G.45OBR02.013.1,Melakukan Supervisi,Berlaku,Nomor 105 Tahun 2018
TIK.INF0405,ASISTEN JARINGAN (NETWORK ASSISTANT),J.61IOT01.031.1,Memonitor Kinerja Platform IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0405,ASISTEN JARINGAN (NETWORK ASSISTANT),J.61IOT01.034.1,Memonitor Kinerja Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0405,ASISTEN JARINGAN (NETWORK ASSISTANT),J.61IOT01.037.1,Memonitor Kinerja Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0405,ASISTEN JARINGAN (NETWORK ASSISTANT),J.61IOT01.028.1,Melakukan Pengambilan Data Measurement Test Konektivitas IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0406,ASISTEN PLATFORM (PLATFORM ASSISTANT),G.45OBR02.013.1,Melakukan Supervisi,Berlaku,Nomor 105 Tahun 2018
TIK.INF0406,ASISTEN PLATFORM (PLATFORM ASSISTANT),J.61IOT01.031.1,Memonitor Kinerja Platform IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0406,ASISTEN PLATFORM (PLATFORM ASSISTANT),J.61IOT01.034.1,Memonitor Kinerja Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0406,ASISTEN PLATFORM (PLATFORM ASSISTANT),J.61IOT01.037.1,Memonitor Kinerja Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0406,ASISTEN PLATFORM (PLATFORM ASSISTANT),J.61IOT01.028.1,Melakukan Pengambilan Data Measurement Test Konektivitas IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0409,ASISTEN APLIKASI (APPLICATION ASSISTANT),G.45OBR02.013.1,Melakukan Supervisi,Berlaku,Nomor 105 Tahun 2018
TIK.INF0409,ASISTEN APLIKASI (APPLICATION ASSISTANT),J.61IOT01.031.1,Memonitor Kinerja Platform IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0409,ASISTEN APLIKASI (APPLICATION ASSISTANT),J.61IOT01.034.1,Memonitor Kinerja Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0409,ASISTEN APLIKASI (APPLICATION ASSISTANT),J.61IOT01.037.1,Memonitor Kinerja Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0409,ASISTEN APLIKASI (APPLICATION ASSISTANT),J.61IOT01.028.1,Melakukan Pengambilan Data Measurement Test Konektivitas IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0401,ASISTEN INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS (HARDWARE INSTALLATION AND MAINTENANCE ASSISTANT),J.620900.006.01,Melakukan Inventarisasi Hardware,Berlaku,Nomor 285 Tahun 2016
TIK.INF0401,ASISTEN INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS (HARDWARE INSTALLATION AND MAINTENANCE ASSISTANT),J.620900.007.02,Melakukan Inventarisasi Software,Berlaku,Nomor 285 Tahun 2016
TIK.INF0401,ASISTEN INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS (HARDWARE INSTALLATION AND MAINTENANCE ASSISTANT),J.620900.017.02,Memperbaiki CPU,Berlaku,Nomor 285 Tahun 2016
TIK.INF0401,ASISTEN INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS (HARDWARE INSTALLATION AND MAINTENANCE ASSISTANT),J.620900.018.02,Memperbaiki Keyboard,Berlaku,Nomor 285 Tahun 2016
TIK.INF0401,ASISTEN INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS (HARDWARE INSTALLATION AND MAINTENANCE ASSISTANT),J.620900.024.02,Melakukan Setting BIOS,Berlaku,Nomor 285 Tahun 2016
TIK.INF0401,ASISTEN INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS (HARDWARE INSTALLATION AND MAINTENANCE ASSISTANT),J.620900.029.02,Memperbaiki Komputer yang Terinfeksi Virus,Berlaku,Nomor 285 Tahun 2016
TIK.INF0401,ASISTEN INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS (HARDWARE INSTALLATION AND MAINTENANCE ASSISTANT),J.620900.031.02,Merawat Sistem Operasi,Berlaku,Nomor 285 Tahun 2016
TIK.INF0401,ASISTEN INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS (HARDWARE INSTALLATION AND MAINTENANCE ASSISTANT),J.620900.032.02,Melakukan Restore Sistem Operasi,Berlaku,Nomor 285 Tahun 2016
TIK.INF0401,ASISTEN INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS (HARDWARE INSTALLATION AND MAINTENANCE ASSISTANT),J.620900.033.02,Melakukan Backup Data dan Sistem,Berlaku,Nomor 285 Tahun 2016
TIK.INF0403,ASISTEN TEKNISI JARINGAN KOMPUTER (ASSISTANT COMPUTER NETWORK TECHNICIAN),J.611000.010.02,Memasang Jaringan Nirkabel,Berlaku,Nomor 321 Tahun 2016
TIK.INF0403,ASISTEN TEKNISI JARINGAN KOMPUTER (ASSISTANT COMPUTER NETWORK TECHNICIAN),J.611000.012.02,Mengkonfigurasi Switch pada Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0403,ASISTEN TEKNISI JARINGAN KOMPUTER (ASSISTANT COMPUTER NETWORK TECHNICIAN),J.611000.013.02,Mengkonfigurasi Routing pada Perangkat Jaringan dalam Satu Autonomous System,Berlaku,Nomor 321 Tahun 2016
TIK.INF0403,ASISTEN TEKNISI JARINGAN KOMPUTER (ASSISTANT COMPUTER NETWORK TECHNICIAN),J.611000.011.02,Memasang Perangkat Jaringan ke dalam Sistem Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0403,ASISTEN TEKNISI JARINGAN KOMPUTER (ASSISTANT COMPUTER NETWORK TECHNICIAN),J.611000.017.01,Mengidentifikasi Sumber Kerusakan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0301,TEKNISI DESKTOP (DESKTOP TECHNICIAN),J.620900.010.02,Memasang Motherboard,Berlaku,Nomor 285 Tahun 2016
TIK.INF0301,TEKNISI DESKTOP (DESKTOP TECHNICIAN),J.620900.014.02,Merawat CPU,Berlaku,Nomor 285 Tahun 2016
TIK.INF0301,TEKNISI DESKTOP (DESKTOP TECHNICIAN),J.620900.015.02,Merawat Hard Disk,Berlaku,Nomor 285 Tahun 2016
TIK.INF0301,TEKNISI DESKTOP (DESKTOP TECHNICIAN),J.620900.016.02,Merawat Peripheral,Berlaku,Nomor 285 Tahun 2016
TIK.INF0301,TEKNISI DESKTOP (DESKTOP TECHNICIAN),J.620900.025.02,Melakukan Instalasi Sistem Operasi,Berlaku,Nomor 285 Tahun 2016
TIK.INF0301,TEKNISI DESKTOP (DESKTOP TECHNICIAN),J.620900.026.02,Melakukan Instalasi Software Aplikasi,Berlaku,Nomor 285 Tahun 2016
TIK.INF0301,TEKNISI DESKTOP (DESKTOP TECHNICIAN),J.620900.031.02,Merawat Sistem Operasi,Berlaku,Nomor 285 Tahun 2016
TIK.INF0307,TEKNISI KEAMANAN (SECURITY TECHNICIAN),J.61IOT01.031.1,Memonitor Kinerja Platform IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0307,TEKNISI KEAMANAN (SECURITY TECHNICIAN),J.61IOT01.034.1,Memonitor Kinerja Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0307,TEKNISI KEAMANAN (SECURITY TECHNICIAN),J.61IOT01.037.1,Memonitor Kinerja Aplikasi IoT,Berlaku,
TIK.INF0304,TEKNISI PERANGKAT (DEVICE TECHNICIAN),J.61IOT01.031.1,Memonitor Kinerja Platform IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0304,TEKNISI PERANGKAT (DEVICE TECHNICIAN),J.61IOT01.034.1,Memonitor Kinerja Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0304,TEKNISI PERANGKAT (DEVICE TECHNICIAN),J.61IOT01.037.1,Memonitor Kinerja Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0302,TEKNISI JARINGAN (NETWORK TECHNICIAN),J.611000.008.02,Menyiapkan Kabel Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0302,TEKNISI JARINGAN (NETWORK TECHNICIAN),J.611000.009.02,Memasang Kabel Jaringan,Berlaku,Nomor 321 Tahun 2016
TIK.INF0302,TEKNISI JARINGAN (NETWORK TECHNICIAN),J.611000.010.02,Memasang Jaringan Nirkabel,Berlaku,Nomor 321 Tahun 2016
TIK.INF0302,TEKNISI JARINGAN (NETWORK TECHNICIAN),J.611000.019.01,Mengganti Perangkat Jaringan yang Rusak,Berlaku,Nomor 321 Tahun 2016
TIK.INF0306,TEKNISI PLATFORM (PLATFORM TECHNICIAN),J.61IOT01.031.1,Memonitor Kinerja Platform IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0306,TEKNISI PLATFORM (PLATFORM TECHNICIAN),J.61IOT01.034.1,Memonitor Kinerja Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0306,TEKNISI PLATFORM (PLATFORM TECHNICIAN),J.61IOT01.037.1,Memonitor Kinerja Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0308,TEKNISI APLIKASI (APPLICATION TECHNICIAN),J.61IOT01.031.1,Memonitor Kinerja Platform IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0308,TEKNISI APLIKASI (APPLICATION TECHNICIAN),J.61IOT01.034.1,Memonitor Kinerja Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0308,TEKNISI APLIKASI (APPLICATION TECHNICIAN),J.61IOT01.037.1,Memonitor Kinerja Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0305,TEKNISI JARINGAN IoT (IoT NETWORK TECHNICIAN),J.61IOT01.031.1,Memonitor Kinerja Platform IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0305,TEKNISI JARINGAN IoT (IoT NETWORK TECHNICIAN),J.61IOT01.034.1,Memonitor Kinerja Perangkat IoT (Device),Berlaku,Nomor 300 Tahun 2020
TIK.INF0305,TEKNISI JARINGAN IoT (IoT NETWORK TECHNICIAN),J.61IOT01.037.1,Memonitor Kinerja Aplikasi IoT,Berlaku,Nomor 300 Tahun 2020
TIK.INF0303,TEKNISI DUKUNGAN TEKNIK PUSAT DATA (DATA CENTER TECHNICAL SUPPORT TECHNICIAN),J.620900.001.02,Mengidentikasi Perangkat Penyusun Komputer,Berlaku,Nomor 285 Tahun 2016
TIK.INF0303,TEKNISI DUKUNGAN TEKNIK PUSAT DATA (DATA CENTER TECHNICAL SUPPORT TECHNICIAN),J.620900.006.01,Melakukan Inventarisasi Hardware,Berlaku,Nomor 285 Tahun 2016
TIK.INF0303,TEKNISI DUKUNGAN TEKNIK PUSAT DATA (DATA CENTER TECHNICAL SUPPORT TECHNICIAN),J.620900.007.02,Melakukan Inventarisasi Software,Berlaku,Nomor 285 Tahun 2016
TIK.INF0303,TEKNISI DUKUNGAN TEKNIK PUSAT DATA (DATA CENTER TECHNICAL SUPPORT TECHNICIAN),J.620900.017.02,Memperbaiki CPU,Berlaku,Nomor 285 Tahun 2016
TIK.INF0303,TEKNISI DUKUNGAN TEKNIK PUSAT DATA (DATA CENTER TECHNICAL SUPPORT TECHNICIAN),J.620900.024.02,Melakukan Setting BIOS,Berlaku,Nomor 285 Tahun 2016
TIK.INF0303,TEKNISI DUKUNGAN TEKNIK PUSAT DATA (DATA CENTER TECHNICAL SUPPORT TECHNICIAN),J.620900.025.02,Melakukan Instalasi Sistem Operasi,Berlaku,Nomor 285 Tahun 2016
TIK.INF0303,TEKNISI DUKUNGAN TEKNIK PUSAT DATA (DATA CENTER TECHNICAL SUPPORT TECHNICIAN),J.620900.026.02,Melakukan Instalasi Software Aplikasi,Berlaku,Nomor 285 Tahun 2016
TIK.INF0303,TEKNISI DUKUNGAN TEKNIK PUSAT DATA (DATA CENTER TECHNICAL SUPPORT TECHNICIAN),J.620900.031.02,Merawat Sistem Operasi,Berlaku,Nomor 285 Tahun 2016
TIK.INF0303,TEKNISI DUKUNGAN TEKNIK PUSAT DATA (DATA CENTER TECHNICAL SUPPORT TECHNICIAN),J.620900.032.02,Melakukan Restore Sistem Operasi,Berlaku,Nomor 285 Tahun 2016
TIK.INF0303,TEKNISI DUKUNGAN TEKNIK PUSAT DATA (DATA CENTER TECHNICAL SUPPORT TECHNICIAN),J.620900.033.02,Melakukan Backup Data dan Sistem,Berlaku,Nomor 285 Tahun 2016
TIK.INF0201,STAF OPERATOR KOMPUTER PERSONAL (PERSONAL COMPUTER OPERATOR STAFF),J.620900.001.02,Mengidentifikasi perangkat penyusun komputer,Berlaku,
TIK.INF0201,STAF OPERATOR KOMPUTER PERSONAL (PERSONAL COMPUTER OPERATOR STAFF),J.620900.002.02,Mengidentifikasi Spesifikasi Perangkat Komputer,Berlaku,Nomor 285 Tahun 2016
TIK.INF0201,STAF OPERATOR KOMPUTER PERSONAL (PERSONAL COMPUTER OPERATOR STAFF),J.620900.009.02,Memasang Hard Disk,Berlaku,Nomor 285 Tahun 2016
TIK.INF0201,STAF OPERATOR KOMPUTER PERSONAL (PERSONAL COMPUTER OPERATOR STAFF),J.620900.011.02,Memasang Memory,Berlaku,Nomor 285 Tahun 2016
TIK.INF0201,STAF OPERATOR KOMPUTER PERSONAL (PERSONAL COMPUTER OPERATOR STAFF),J.620900.012.02,Memasang Prosesor,Berlaku,Nomor 285 Tahun 2016
TIK.INF0202,STAF TEKNISI DUKUNGAN JARINGAN (NETWORK SUPPORT TECHNICIAN STAFF),J.611000.008.02,Menyiapkan Kabel Jaringan,Berlaku,Nomor 321 Tahun 2016
